file_number,column,non_null_pct,non_null_count,rows_in_file
321654,ID risposta,100.0,5,5
321654,Data invio,40.0,2,5
321654,Ultima pagina,80.0,4,5
321654,Lingua iniziale,100.0,5,5
321654,Seme,100.0,5,5
321654,1.1 Ruolo:,80.0,4,5
321654,1.1 Ruolo: [Altro],20.0,1,5
321654,1.2 Età:,80.0,4,5
321654,1.3 Genere:,80.0,4,5
321654,1.4 Titolo di studio (indichi tutti i titoli posseduti): [laurea ],80.0,4,5
321654,1.4 Titolo di studio (indichi tutti i titoli posseduti): [corsi di perfezionamento ],80.0,4,5
321654,1.4 Titolo di studio (indichi tutti i titoli posseduti): [corsi di specializzazione ],80.0,4,5
321654,1.4 Titolo di studio (indichi tutti i titoli posseduti): [master ],80.0,4,5
321654,1.4 Titolo di studio (indichi tutti i titoli posseduti): [dottorato ],80.0,4,5
321654,1.5 Anzianità di servizio non di ruolo nella scuola:,80.0,4,5
321654,1.6 Anzianità di servizio di ruolo nella scuola:,80.0,4,5
321654,"1.7 Attualmente svolge altri incarichi (vicepreside, funzione strumentale etc.)? ",80.0,4,5
321654,1.7.b Specificare:,20.0,1,5
321654,"1.8 Per quale classe di concorso ha conseguito l’abilitazione all’insegnamento? Se ha conseguito l’abilitazione per più classi di concorso, le indichi separandole con una virgola (es. A012,A013)",80.0,4,5
321654,1.9 Insegnamento in qualità di docente per le attività di sostegno ,80.0,4,5
321654,2.1 Nel PTOF della sua scuola è prevista una sezione dedicata all’orientamento?,80.0,4,5
321654,2.2 Le attività di orientamento prevedono interventi organizzati [all’interno della scuola ],80.0,4,5
321654,2.2 Le attività di orientamento prevedono interventi organizzati [sul territorio in collaborazione con le università],80.0,4,5
321654,2.2 Le attività di orientamento prevedono interventi organizzati [sul territorio in collaborazione con le aziende locali],80.0,4,5
321654,"2.2 Le attività di orientamento prevedono interventi organizzati [sul territorio in collaborazione con enti pubblici territoriali (regioni, comuni, province, città metropolitane, comunità montane etc.)]",80.0,4,5
321654,"2.2 Le attività di orientamento prevedono interventi organizzati [sul territorio in collaborazione con enti del terzo settore (cooperative, associazioni no profit etc.)]",80.0,4,5
321654,2.3 Le attività di orientamento indicate nel PTOF sono finalizzate a [valorizzare le attitudini e le inclinazioni dello studente],80.0,4,5
321654,2.3 Le attività di orientamento indicate nel PTOF sono finalizzate a [valorizzare gli interessi e le preferenze dello studente],80.0,4,5
321654,2.3 Le attività di orientamento indicate nel PTOF sono finalizzate a [accompagnare lo studente nell’elaborazione critica del proprio progetto di vita],80.0,4,5
321654,2.3 Le attività di orientamento indicate nel PTOF sono finalizzate a [accompagnare lo studente nelle transizioni formative e professionali],80.0,4,5
321654,2.4 Le attività di orientamento indicate nel PTOF prevedono interventi mirati al raggiungimento dei seguenti obiettivi: [ridurre l’abbandono scolastico ],80.0,4,5
321654,2.4 Le attività di orientamento indicate nel PTOF prevedono interventi mirati al raggiungimento dei seguenti obiettivi: [favorire la continuità formativa tra scuola e realtà socioeconomica del territorio],80.0,4,5
321654,"2.4 Le attività di orientamento indicate nel PTOF prevedono interventi mirati al raggiungimento dei seguenti obiettivi: [contrastare il fenomeno dei NEET (ragazzi che non studiano, non lavorano, non seguono corsi di formazione)]",80.0,4,5
321654,2.4 Le attività di orientamento indicate nel PTOF prevedono interventi mirati al raggiungimento dei seguenti obiettivi: [favorire l’educazione all’apprendimento e alla formazione permanente ],80.0,4,5
321654,2.5 Le azioni di orientamento indicate nel PTOF prevedono l’adozione di iniziative volte a promuovere [attività che partano dall’esperienza degli studenti],80.0,4,5
321654,2.5 Le azioni di orientamento indicate nel PTOF prevedono l’adozione di iniziative volte a promuovere [didattica laboratoriale],80.0,4,5
321654,2.5 Le azioni di orientamento indicate nel PTOF prevedono l’adozione di iniziative volte a promuovere [flessibilità degli spazi e dei tempi],80.0,4,5
321654,2.5 Le azioni di orientamento indicate nel PTOF prevedono l’adozione di iniziative volte a promuovere [attività di “Accoglienza e Orientamento”],80.0,4,5
321654,"2.6 Nel PTOF, la prospettiva orientativa è inserita nella didattica attraverso  [attività che partano dall’esperienza degli studenti]",80.0,4,5
321654,"2.6 Nel PTOF, la prospettiva orientativa è inserita nella didattica attraverso  [didattica laboratoriale]",80.0,4,5
321654,"2.6 Nel PTOF, la prospettiva orientativa è inserita nella didattica attraverso  [flessibilità degli spazi e dei tempi]",80.0,4,5
321654,"2.7 Il PTOF garantisce agli studenti l’opportunità di fruire di attività opzionali e facoltative intra ed extra scolastiche  [culturali (teatro, musei, cinema, biblioteche etc.)]",80.0,4,5
321654,"2.7 Il PTOF garantisce agli studenti l’opportunità di fruire di attività opzionali e facoltative intra ed extra scolastiche  [laboratoriali, espressive e creative (attività teatrali, musicali, artistiche etc.) ]",80.0,4,5
321654,2.7 Il PTOF garantisce agli studenti l’opportunità di fruire di attività opzionali e facoltative intra ed extra scolastiche  [ludiche e ricreative (coinvolgimento in giochi di varia tipologia indoor-outdoor)],80.0,4,5
321654,2.7 Il PTOF garantisce agli studenti l’opportunità di fruire di attività opzionali e facoltative intra ed extra scolastiche  [di volontariato],80.0,4,5
321654,2.7 Il PTOF garantisce agli studenti l’opportunità di fruire di attività opzionali e facoltative intra ed extra scolastiche  [sportive],80.0,4,5
321654,2.8 Il PTOF prevede una rete di coordinamento fra istituzioni scolastiche e formative per facilitare eventuali passaggi orizzontali tra i percorsi presenti sul territorio? ,80.0,4,5
321654,3.1 Per prepararsi a svolgere il suo ruolo di docente tutor o di docente orientatore per l’orientamento ha seguito corsi specifici?,80.0,4,5
321654,3.2 Indichi i corsi (per un massimo di tre) [ente organizzatore del corso (indicare denominazione università/ente/centro di formazione etc.)],0.0,0,5
321654,3.2 Indichi i corsi (per un massimo di tre) [titolo del corso],0.0,0,5
321654,"3.2 Indichi i corsi (per un massimo di tre) [tipologia (master, specializzazione, perfezionamento etc.)]",0.0,0,5
321654,3.2 Indichi i corsi (per un massimo di tre) [durata (indicare in ore)],0.0,0,5
321654,3.2 Indichi i corsi (per un massimo di tre) [anno di conseguimento ],0.0,0,5
321654,3.2 Indichi i corsi (per un massimo di tre) [ente organizzatore del corso (indicare denominazione università/ente/centro di formazione etc.)].1,0.0,0,5
321654,3.2 Indichi i corsi (per un massimo di tre) [titolo del corso	],0.0,0,5
321654,"3.2 Indichi i corsi (per un massimo di tre) [tipologia (master, specializzazione, perfezionamento etc.)].1",0.0,0,5
321654,3.2 Indichi i corsi (per un massimo di tre) [durata (indicare in ore)	],0.0,0,5
321654,3.2 Indichi i corsi (per un massimo di tre) [anno di conseguimento 	],0.0,0,5
321654,3.2 Indichi i corsi (per un massimo di tre) [ente organizzatore del corso (indicare denominazione università/ente/centro di formazione etc.)].2,0.0,0,5
321654,3.2 Indichi i corsi (per un massimo di tre) [titolo del corso	].1,0.0,0,5
321654,"3.2 Indichi i corsi (per un massimo di tre) [tipologia (master, specializzazione, perfezionamento etc.)].2",0.0,0,5
321654,3.2 Indichi i corsi (per un massimo di tre) [durata (indicare in ore)	].1,0.0,0,5
321654,3.2 Indichi i corsi (per un massimo di tre) [anno di conseguimento 	].1,0.0,0,5
321654,3.3 Il/I corso/i le ha consentito di approfondire conoscenze e/o sviluppare competenze dal punto di vista [teorico],40.0,2,5
321654,3.3 Il/I corso/i le ha consentito di approfondire conoscenze e/o sviluppare competenze dal punto di vista [metodologico],40.0,2,5
321654,3.3 Il/I corso/i le ha consentito di approfondire conoscenze e/o sviluppare competenze dal punto di vista [operativo],40.0,2,5
321654,3.4 Per prepararsi a svolgere la sua funzione di docente referente per l'accoglienza e l'orientamento ha avuto la possibilità di approfondire [i materiali messi a disposizione sulla piattaforma UNICA del MIM],80.0,4,5
321654,3.4 Per prepararsi a svolgere la sua funzione di docente referente per l'accoglienza e l'orientamento ha avuto la possibilità di approfondire [attività di orientamento finalizzate a studi e carriere professionali nelle discipline STEM],80.0,4,5
321654,3.4 Per prepararsi a svolgere la sua funzione di docente referente per l'accoglienza e l'orientamento ha avuto la possibilità di approfondire [questioni legate allo sviluppo del sistema di formazione terziaria degli ITS Academy],80.0,4,5
321654,3.4 Per prepararsi a svolgere la sua funzione di docente referente per l'accoglienza e l'orientamento ha avuto la possibilità di approfondire [questioni legate al disagio e all’abbandono scolastico ],80.0,4,5
321654,"3.4 Per prepararsi a svolgere la sua funzione di docente referente per l'accoglienza e l'orientamento ha avuto la possibilità di approfondire [questioni legate alla disabilità (DSA, BES etc.)]",80.0,4,5
321654,3.4 Per prepararsi a svolgere la sua funzione di docente referente per l'accoglienza e l'orientamento ha avuto la possibilità di approfondire [questioni legate alla digitalizzazione ],80.0,4,5
321654,3.4 Per prepararsi a svolgere la sua funzione di docente referente per l'accoglienza e l'orientamento ha avuto la possibilità di approfondire [questioni legate all’utilizzo di metodologie didattiche innovative],80.0,4,5
321654,3.5 Ritiene che le linee guida sull’orientamento (decreto ministerale n. 328/22) esprimano con chiarezza [l’impianto metodologico da seguire per lo sviluppo di azioni di orientamento efficaci],80.0,4,5
321654,3.5 Ritiene che le linee guida sull’orientamento (decreto ministerale n. 328/22) esprimano con chiarezza [il percorso di formazione richiesto ai docenti tutor per l’orientamento],80.0,4,5
321654,3.5 Ritiene che le linee guida sull’orientamento (decreto ministerale n. 328/22) esprimano con chiarezza [il modo in cui articolare progetti di didattica orientativa/moduli curricolari per l’orientamento],80.0,4,5
321654,3.5 Ritiene che le linee guida sull’orientamento (decreto ministerale n. 328/22) esprimano con chiarezza [il modo in cui certificare le competenze chiave utili all’orientamento nella prospettiva dell’apprendimento permanente ],80.0,4,5
321654,3.5 Ritiene che le linee guida sull’orientamento (decreto ministerale n. 328/22) esprimano con chiarezza [la funzione dell’ePortfolio come strumento di accompagnamento dal I grado fino al termine del II grado],80.0,4,5
321654,3.5 Ritiene che le linee guida sull’orientamento (decreto ministerale n. 328/22) esprimano con chiarezza [la modalità in cui effettuare il monitoraggio relativo all’attuazione delle linee guida ],80.0,4,5
321654,3.6 Il CPIA in cui presta servizio fa riferimento a specifici modelli di orientamento?,80.0,4,5
321654,3.7 A quali (indicare autori e modelli)?,0.0,0,5
321654,"3.8 Le pratiche di orientamento nella sua scuola fanno riferimento ad attività di tipo [informativo, ovvero centrato sulle offerte formative post-diploma (indirizzi universitari, scuole di formazione professionale, richieste dal mondo del lavoro, indicazioni sui profili professionali emergenti)]",20.0,1,5
321654,"3.8 Le pratiche di orientamento nella sua scuola fanno riferimento ad attività di tipo [psicodiagnostico, ovvero centrato sulla diagnosi di caratteristiche e tratti peculiari della personalità che possano orientare le scelte universitarie o lavorative]",20.0,1,5
321654,"3.8 Le pratiche di orientamento nella sua scuola fanno riferimento ad attività di tipo [formativo, ovvero centrato sulla progettazione di un intervento didattico curriculare che tenga conto degli apprendimenti formali, non formali e informali dello studente e lo accompagni nella costruzione del percorso di vita ]",20.0,1,5
321654,3.9 Quanto spesso il CPIA dove presta servizio organizza le seguenti attività di orientamento? [Interventi di docenti della formazione professionale ],60.0,3,5
321654,3.9 Quanto spesso il CPIA dove presta servizio organizza le seguenti attività di orientamento? [Interventi di esperti del mondo del lavoro],60.0,3,5
321654,3.9 Quanto spesso il CPIA dove presta servizio organizza le seguenti attività di orientamento? [Interventi di esperti di ambito psicodiagnostico ],60.0,3,5
321654,"3.9 Quanto spesso il CPIA dove presta servizio organizza le seguenti attività di orientamento? [Affiancamento, da parte del tutor, per un orientamento personalizzato]",60.0,3,5
321654,3.9 Quanto spesso il CPIA dove presta servizio organizza le seguenti attività di orientamento? [Incontri finalizzati all’utilizzo di strumenti per la costruzione della storia dello studente (ePortfolio; bilancio di competenze etc.)],60.0,3,5
321654,3.9 Quanto spesso il CPIA dove presta servizio organizza le seguenti attività di orientamento? [Attività di “Accoglienza e Orientamento”],60.0,3,5
321654,"3.10 Per migliorare le competenze di orientamento degli studenti, quali attività ritiene maggiormente efficaci per il CPIA in cui presta servizio? [Interventi di docenti della formazione professionale ]",60.0,3,5
321654,"3.10 Per migliorare le competenze di orientamento degli studenti, quali attività ritiene maggiormente efficaci per il CPIA in cui presta servizio? [Interventi di esperti del mondo del lavoro ]",60.0,3,5
321654,"3.10 Per migliorare le competenze di orientamento degli studenti, quali attività ritiene maggiormente efficaci per il CPIA in cui presta servizio? [Interventi di esperti di ambito counseling psicopedagogico]",60.0,3,5
321654,"3.10 Per migliorare le competenze di orientamento degli studenti, quali attività ritiene maggiormente efficaci per il CPIA in cui presta servizio? [Affiancamento, da parte del tutor, per un orientamento personalizzato]",60.0,3,5
321654,"3.10 Per migliorare le competenze di orientamento degli studenti, quali attività ritiene maggiormente efficaci per il CPIA in cui presta servizio? [Progettazione di interventi di didattica disciplinare con fini orientativi]",60.0,3,5
321654,"3.10 Per migliorare le competenze di orientamento degli studenti, quali attività ritiene maggiormente efficaci per il CPIA in cui presta servizio? [Progettazione di interventi di didattica interdisciplinare con fini orientativi]",60.0,3,5
321654,"3.10 Per migliorare le competenze di orientamento degli studenti, quali attività ritiene maggiormente efficaci per il CPIA in cui presta servizio? [Incontri finalizzati all’utilizzo di strumenti per la costruzione della storia dello studente (ePortfolio; bilancio di competenze etc.)]",60.0,3,5
321654,3.11 Nel CPIA in cui presta servizio attualmente le attività di orientamento sono gestite [esclusivamente dal docente che si occupa dell'accoglienza],60.0,3,5
321654,3.11 Nel CPIA in cui presta servizio attualmente le attività di orientamento sono gestite [dal docente che si occupa dell'accoglienza affiancato da altri docenti],60.0,3,5
321654,3.11 Nel CPIA in cui presta servizio attualmente le attività di orientamento sono gestite [dai docenti con il coordinamento dal docente che si occupa dell'accoglienza],60.0,3,5
321654,3.11 Nel CPIA in cui presta servizio attualmente le attività di orientamento sono gestite [dal docente che si occupa dell'accoglienza supportato dal personale ATA],60.0,3,5
321654,3.12 Nel CPIA in cui presta servizio sono attivi i percorsi PCTO?,60.0,3,5
321654,3.13 Ritiene che i percorsi di PCTO attivati nel CPIA in cui presta servizio debbano  [essere proposti in base alla specificità del percorso di studi seguito presso il CPIA],20.0,1,5
321654,"3.13 Ritiene che i percorsi di PCTO attivati nel CPIA in cui presta servizio debbano  [aprire nuove prospettive per gli studenti, anche se non in linea con il percorso di studi seguito presso il CPIA]",20.0,1,5
321654,3.13 Ritiene che i percorsi di PCTO attivati nel CPIA in cui presta servizio debbano  [divenire parte integrante del curricolo: i docenti dovrebbero tenere conto del percorso PCTO nella riprogettazione delle attività curricolari],20.0,1,5
321654,"3.13 Ritiene che i percorsi di PCTO attivati nel CPIA in cui presta servizio debbano  [promuovere una interazione partecipativa in aula, con lo scopo di valorizzare l’esperienza svolta e rendere gli studenti protagonisti del processo orientativo]",20.0,1,5
321654,3.13 Ritiene che i percorsi di PCTO attivati nel CPIA in cui presta servizio debbano  [rimanere legati alle esperienze extrascolastiche: non è possibile ricondurre ogni attività al curricolo],20.0,1,5
321654,"3.14 Il percorso di 30 ore, che fa parte dei moduli di orientamento previsti dalle linee guida, è stato attivato nel CPIA dove presta servizio?",60.0,3,5
321654,3.15 il percorso è progettato per essere svolto [nell’orario scolastico],20.0,1,5
321654,3.15 il percorso è progettato per essere svolto [al di fuori dell’orario scolastico],20.0,1,5
321654,3.15 il percorso è progettato per essere svolto [in modo interdisciplinare tra i docenti di ciascun consiglio di livello/consiglio di classe],20.0,1,5
321654,"3.15 il percorso è progettato per essere svolto [a livello di istituto in modo differenziato per percorsi di istruzione (I e II livello, percorsi di alfabetizzazione della lingua italiana)]",20.0,1,5
321654,3.15 il percorso è progettato per essere svolto [in attività laboratoriali trasversali alle classi e ai percorsi],20.0,1,5
321654,3.15 il percorso è progettato per essere svolto [in accordo con gli studenti ],20.0,1,5
321654,"3.15 il percorso è progettato per essere svolto [avvalendosi del contributo di agenti esterni al CPIA (aziende, istituzioni territoriali, università)]",20.0,1,5
321654,3.16 Nel CPIA è disponibile uno sportello per gli utenti dell'orientamento?,60.0,3,5
321654,"4.1 Nella scuola secondaria di I grado è previsto il rilascio del “consiglio di orientamento” finale sul percorso di formazione da intraprendere nel secondo ciclo. Nel CPIA in cui presta servizio, il “consiglio di orientamento” viene fornito al termine del percorso di I livello?",60.0,3,5
321654,4.2 In che modo viene formulato? [Attraverso test psicodiagnostici somministrati da un esperto],20.0,1,5
321654,"4.2 In che modo viene formulato? [Sulla base dell’analisi documentata del percorso di studio, effettuata dal consiglio di classe/di livello]",20.0,1,5
321654,"4.2 In che modo viene formulato? [Sulla base dell’analisi documentata del percorso di studio, effettuata dal docente referente per l'orientamento]",20.0,1,5
321654,"4.2 In che modo viene formulato? [Sulla base dell’analisi delle attività scolastiche ed extrascolastiche documentate, effettuata dal consiglio di classe/di livello]",20.0,1,5
321654,"4.2 In che modo viene formulato? [Sulla base dell’analisi delle attività scolastiche ed extrascolastiche documentate, effettuata dal docente referente per l'orientamento]",20.0,1,5
321654,4.2 In che modo viene formulato? [Sulla base dell’analisi delle competenze certificate secondo i modelli previsti dal MIM],20.0,1,5
321654,4.2 In che modo viene formulato? [Attraverso la lettura e l’analisi dell’e-portfolio],20.0,1,5
